review_id,product,rating,review_text,review_date,do_recommend,helpful_votes,sentiment,sentiment_score,themes,defect_risk,return_signal,feature_request
R010384,AmazonBasics AA Batteries,5,These seem to work as well as any name brand batteries. I'll be ordering more.,2016-09-03,,,mixed,0.0,,False,False,
R010344,AmazonBasics AA Batteries,5,good,2017-05-20,,,positive,0.6,,False,False,
R011245,AmazonBasics AA Batteries,5,Great batteries,2016-05-10,,,positive,0.6,,False,False,
R025616,Fire Kids Edition Tablet,5,This tablet is perfect and appropriate for my grandchild,2016-12-14,True,0.0,positive,0.6,kids_usability,False,False,
R000121,AmazonBasics AAA Batteries,5,Perfect and what a deal - very pleased!,2016-12-30,,,positive,0.6,price_value,False,False,
R008206,AmazonBasics AAA Batteries,5,Works great what more can I say. Several months in the mouse so far,2016-01-13,,,positive,0.6,,False,False,
R000733,AmazonBasics AAA Batteries,1,"The batteries are sligtly bigger and will not fit in some electronics I thought AA was the standard size Nope, I was wrong, but the good news is I now am the proud owner of 48 slightly oversized batteries that do not fit in most of my battery operated devices. Perfect! Out of 9400 reviews nobody noticed the size issue with these",2016-11-26,,,positive,0.8,battery_life,False,False,
R001227,AmazonBasics AAA Batteries,5,A+ Item,2017-02-22,,,mixed,0.0,,False,False,
R013129,Kindle E-reader,5,I would highly recommend this reader for anyone. Easy to download books and fast! Love the fonts and sizes. Lightweight. Great for travelers.,2016-01-22,True,0.0,positive,1.0,performance_speed|ease_of_use,False,False,
R022128,Fire 7 Tablet,4,"The item is a great tablet for basic uses such as email, youtube, and facebook.",2016-10-22,True,2.0,positive,0.6,,False,False,
R016408,Fire Kids Edition Tablet,5,I love it he is three and does everything on it so many learning games he likes to play he does amazing with it,2017-05-18,True,0.0,positive,0.8,,False,False,
R011714,AmazonBasics AA Batteries,5,"For price, convenience, and power... these batteries deliver just what you need. If you're here trying to find decent priced batteries in bulk, just hit Buy Now, I've not been sorry. From powering kid's toys, mama's toys, and daddy's toys... they work great.",2015-10-18,,,positive,0.6,battery_life|price_value|kids_usability,False,False,
R001901,AmazonBasics AAA Batteries,5,good price,2016-08-19,,,positive,0.6,price_value,False,False,
R000626,AmazonBasics AAA Batteries,5,"These test full charge while the ones i have been buying are already partially discharged bc u cannot tell how fresh they r, even when they are adv as good for 10 yrs.",2017-02-06,,,positive,0.6,battery_life,False,False,
R022448,Fire 7 Tablet,5,Wanted a tablet that would fit in my purse. Very easy to use. Would buy again.,2016-09-27,True,0.0,positive,0.6,ease_of_use,False,False,
R002362,AmazonBasics AAA Batteries,5,Great package.,2017-01-16,,,positive,0.6,,False,False,
R006145,AmazonBasics AAA Batteries,5,Good deal. Good battery. No complaints.,2015-04-06,,,positive,0.6,battery_life|price_value,False,False,
R011946,AmazonBasics AA Batteries,2,"So these are cheap batteries, and you get what you pay for. However, when used in trail cameras during cold weather the performance is poor. Cheap Rayovac batteries from Menards (48AA for about 13.00) perform much better. Will not purchase again.",2015-12-28,,,negative,-0.6,durability|price_value,False,False,
R017732,Kindle E-reader,5,No complaints works great and the battery is awesome as always,2015-01-23,True,5.0,positive,0.8,battery_life,False,False,
R016575,Fire HD 8 Tablet,5,Amazon tablet that links to my amazon prime account so that i can watch all my movies and listen to my music.,2016-12-31,True,0.0,mixed,0.0,,False,False,
R026606,Fire HD 8 Tablet,4,Good reader which is why I bought it. Ads are annoying.,2017-01-06,True,0.0,positive,0.6,,False,False,
R024006,Fire Kids Edition Tablet,1,Not able to play youtube that's what my daughter likes.,2017-03-03,False,0.0,mixed,0.0,kids_usability,False,False,
R000312,AmazonBasics AAA Batteries,5,"Initial charge upon receipt was higher than the name brand batteries I usually get, I'll definitely be ordering more when these are about gone!",2015-07-18,,,mixed,0.0,battery_life,False,False,
R001555,AmazonBasics AAA Batteries,5,delivered as promised,2017-03-05,,,mixed,0.0,,False,False,
R022961,Fire Kids Edition Tablet,5,Bought for Christmas for 6 and 8 year old granddaughters. Both girls loved it and have said it was their favorite gift.,2017-01-29,True,0.0,positive,0.6,kids_usability,False,False,
R016493,Fire Kids Edition Tablet,4,My son already had one just upgraded. But he loves it.,2016-09-16,True,0.0,positive,0.6,kids_usability,False,False,
R006870,AmazonBasics AAA Batteries,5,How can you go wrong with batteries from Amazon You can't!,2017-05-17,,,mixed,0.0,,False,False,
R004101,AmazonBasics AAA Batteries,4,it is good so far. will update again if need to.,2016-12-30,,,positive,0.6,,False,False,
R026660,Fire HD 8 Tablet,5,Perfect tablet to take anywhere you go and lighter than my IPad.,2017-03-25,True,0.0,positive,0.6,,False,False,
R026999,Fire HD 8 Tablet,5,Bought this as a gift/prize for a Project Graduation party. The winner was super excited!,2017-06-02,True,0.0,mixed,0.0,,False,False,
R025665,Fire Kids Edition Tablet,5,"Can be dropped, thrown and doesnt break. awesome tablet",2016-12-14,True,0.0,positive,0.6,,False,False,
R009318,AmazonBasics AA Batteries,5,great batteries,2015-11-01,,,positive,0.6,,False,False,
R023277,Fire Kids Edition Tablet,4,Amazon free time great for small kids to get entertained,2016-12-30,True,0.0,positive,0.6,kids_usability,False,False,
R006712,AmazonBasics AAA Batteries,1,These batteries do not come close to duracel in terms of longevity.,2016-02-04,,,mixed,0.0,,False,False,
R023618,Fire Kids Edition Tablet,5,Keeps my kids busy for hours the apps are excellent,2016-11-05,True,0.0,positive,0.6,kids_usability,False,False,
R011536,AmazonBasics AA Batteries,5,They work. So far so good.,2015-08-07,,,positive,0.6,,False,False,
R019824,Fire HD 8 Tablet,4,"This is a good tablet for the price, nice change from using phone",2017-12-09,True,0.0,positive,0.6,price_value,False,False,
R027179,Fire HD 8 Tablet,5,I broke my Fire 7 and decided to move up to the 8 and could not be more happy.,2017-05-26,True,0.0,mixed,0.0,durability,True,False,
R014776,Fire HD 8 Tablet,5,"I bought this tablet on Black Friday, when it was on special for my little girl. I wasn't expecting much from the tablet... boy was I surprised by its capabilities! Love the tablet!",2017-01-18,True,0.0,positive,0.6,,False,False,
R026223,Fire HD 8 Tablet,4,Better than I expected for the price. Works good and I would fully recommend,2017-03-08,True,0.0,positive,0.8,price_value,False,False,
R013695,Fire Kids Edition Tablet,5,Has everything you will ever need inside. For children and adultsA+++,2016-11-11,True,0.0,mixed,0.0,kids_usability,False,False,
R028171,Fire HD 8 Tablet,5,Great tablet for the price point....especially if you are big Amazon user.Expandable memory is a great feature.,2017-01-07,True,0.0,positive,0.6,price_value|storage_capacity,False,False,
R011747,AmazonBasics AA Batteries,3,Batteries seem to die quickly.,2017-06-12,,,mixed,0.0,performance_speed,False,False,
R025979,Fire HD 8 Tablet,5,Best Fire tablet at a reasonable price. Much faster than the 7 inch.,2017-05-26,True,0.0,positive,0.8,performance_speed|price_value|kids_usability,False,False,
R001959,AmazonBasics AAA Batteries,3,Good price. Shipped fast.,2016-10-27,,,positive,0.8,performance_speed|price_value,False,False,
R009764,AmazonBasics AA Batteries,5,No problems with AmazonBasic Batteries.,2017-04-04,,,mixed,0.0,,False,False,
R026830,Fire HD 8 Tablet,4,"Great tablet for price! Fast, works great, great sound volume, great pixelation and screen size",2017-02-24,True,0.0,positive,0.8,screen_display|performance_speed|price_value,False,False,
R018843,Fire HD 8 Tablet,5,I like it. It keeps my granddaughter business and great apps too.,2017-03-31,True,0.0,positive,0.6,kids_usability,False,False,
R010159,AmazonBasics AA Batteries,4,As promised.,2015-11-18,,,mixed,0.0,,False,False,
R010725,AmazonBasics AA Batteries,4,Great battery value but they don't last as long. I will order them a couple of more times to see how they work.,2016-04-26,,,positive,0.8,battery_life|price_value,False,False,
R027430,Fire HD 8 Tablet,5,I love to read and this tablet work great for my needs.,2017-03-17,True,0.0,positive,0.8,,False,False,
R015212,Fire Kids Edition Tablet,5,My nephew always uses my sister's iphone when watching videos. He loves his youtube videos lol. So I went out and bought him this. The kid loves it. There's value in the cartoon membership also,2017-01-30,True,0.0,positive,0.8,price_value|kids_usability,False,False,
R016625,Fire Kids Edition Tablet,5,The kindle fire kid is easy enough that our 2 year old can work it!!!,2017-02-17,True,0.0,positive,0.6,ease_of_use|kids_usability,False,False,
R006902,AmazonBasics AAA Batteries,5,So far so good testing fully charged,2016-07-28,,,positive,0.6,battery_life,False,False,
R002286,AmazonBasics AAA Batteries,5,great deal,2016-10-21,,,positive,0.6,price_value,False,False,
R017537,Fire HD 8 Tablet,5,"Very happy with this purchase, it was exactly what I was looking for",2017-03-27,True,0.0,positive,0.6,,False,False,
R018735,Fire 7 Tablet,5,Upgraded; easy to use; thinner; very happy with it.,2016-08-06,True,0.0,positive,0.8,ease_of_use,False,False,
R028084,Fire HD 8 Tablet,5,I love the kindal because i am a reader. i able to check out books from library through overdrive but if i get an alert about world event i simply go to ond of the news app's and get the latest headline. Great price.,2017-01-06,True,0.0,positive,0.8,price_value,False,False,
R009266,AmazonBasics AA Batteries,5,Good Value,2015-08-05,,,positive,0.8,price_value,False,False,
R019776,Fire HD 8 Tablet,4,Bought for my 4 year old very easy for him to use and has good parental controls.,2017-12-23,True,0.0,positive,0.8,ease_of_use,False,False,
R026702,Fire HD 8 Tablet,5,I had a smaller version and this was easy to adjust to and use.,2016-12-23,True,0.0,positive,0.6,ease_of_use,False,False,
R005034,AmazonBasics AAA Batteries,5,These are great! They work just as long as the other brands. I really think they last longer but I have no proof! One thing I love is the price and how Amazon does not change the price all the time. They have sales sometimes but when I run out I can always come back and get the at least the same price if not lower and that means alot to me! I really do not like battery price shopping all the time and this makes it so easy! I hope that helps! ray333ray2001yahoo.com,2016-11-30,,,positive,1.0,battery_life|ease_of_use|price_value,False,False,
R009124,AmazonBasics AA Batteries,5,GOOD,2016-08-12,,,positive,0.6,,False,False,
R008520,AmazonBasics AA Batteries,4,These are good batteries. How do I know. I installed these in my electric tooth brush 2 months ago. The brush is still buzzing my brain when I use it. No way any of the other batteries will do this. Been there done that.,2016-06-17,,,positive,0.6,,False,False,
R024062,Fire Kids Edition Tablet,5,My children loved their previous kindles so much I bought them an upgrade with the case - so worth it.,2016-12-26,True,0.0,positive,0.8,price_value|kids_usability,False,False,
R001388,AmazonBasics AAA Batteries,5,"Awesome, just as described!",2017-01-11,,,positive,0.6,,False,False,
R028203,Fire HD 8 Tablet,5,"I absolutely love my kindle 8! Great picture, storage & sound. Can't live without my kindle!",2017-04-03,True,0.0,positive,0.8,screen_display|storage_capacity,False,False,
R021462,Fire 7 Tablet,5,It has a great camera and I really enjoy my games and Facebook on this larger screen than my phone. I love not using my data up on my phone.,2016-08-05,True,0.0,positive,0.8,screen_display,False,False,
R028093,Fire HD 8 Tablet,5,Love the added space. Easy to move around in. I am excited to use all the new features.,2017-02-15,True,0.0,positive,0.8,ease_of_use|storage_capacity,False,False,
R002714,AmazonBasics AAA Batteries,5,Great working batteries! Best prices from anywhere I have found. Love how they're packaged in groups of 4!,2017-02-05,,,positive,1.0,price_value,False,False,
R009115,AmazonBasics AA Batteries,5,Fine,2016-08-24,,,mixed,0.0,,False,False,
R017534,Fire HD 8 Tablet,5,this tablet is awesome. the fact that I can use a micro sd card to have more memory and can listen to my content on the card is great. the additional screen size is what I wanted and it has not disappointed. this was a great purchase!!!,2017-01-31,True,0.0,mixed,0.17,screen_display|storage_capacity,False,False,
R022437,Fire 7 Tablet,5,Great device. Travels well. Easy to navigate. Would recommend.,2017-01-23,True,0.0,positive,1.0,ease_of_use,False,False,
R018616,Fire 7 Tablet,4,"Quite light, easy to conceal, easy to use and quite quick.",2016-07-15,True,0.0,mixed,0.0,performance_speed|durability|ease_of_use,True,False,
R007397,AmazonBasics AAA Batteries,5,"These were so cheap, but they work just as well as name brand batteries. Come in a cardboard box which is so much easier for storage than those cardboard and plastic things",2016-12-09,,,mixed,0.0,durability|price_value|storage_capacity,False,False,
R015418,Fire HD 8 Tablet,4,I would buy another one for the priceGood product,2017-01-07,True,0.0,positive,0.6,price_value,False,False,
R005685,AmazonBasics AAA Batteries,5,Way to go amazon! These Batteries are great!,2015-09-05,,,positive,0.6,,False,False,
R015068,Fire Kids Edition Tablet,5,Worked great ..... it entertained my 2 year old just great.,2017-05-17,True,0.0,positive,0.6,,False,False,
R023443,Fire Kids Edition Tablet,5,I hope that Azi will like to have her own entertainment instead of playing games on the cell phone.,2016-12-23,True,0.0,mixed,0.0,,False,False,
R026276,Fire HD 8 Tablet,5,"I have Bought several versions of this tablet for my kids over the years and have been ever impressed with it. I first got one for my son, the my oldest daughter to replace her children's tablet, which was worthless, this tablet gives you everything you could want and allows you to control what your kids access on it and even lets you see what they download onto it. if you want to set a time when it shuts off at night you can, when they can play games or use Netflixs you can...great product!",2017-03-31,True,0.0,positive,0.8,price_value|kids_usability|customer_service,False,False,
R018832,Fire 7 Tablet,4,This little sorcerer's box displays magical pictures and bright pretty colors.,2017-02-14,True,0.0,mixed,0.0,screen_display,False,False,
R008247,AmazonBasics AAA Batteries,1,"Worst product. Have to trash it out, because I was so upset. Did not serve the propose I bought it for.",2016-08-28,,,mixed,0.0,,False,False,
R008626,AmazonBasics AA Batteries,5,"I go through a lot of double AA for my Xbox controller. I can't tell a difference with these compared to any brand. For the price, I'll stick with these.",2016-11-17,,,mixed,0.0,price_value,False,False,
R019778,Fire HD 8 Tablet,5,Prices are very reasonable better than other tablet,2017-12-01,True,0.0,mixed,0.0,price_value|kids_usability,False,False,
R019617,Fire HD 8 Tablet,1,"I'm sure its a great product but there was something wrong with the one I ordered on target.com. My daughter opened it on Christmas morning and was so excited. We went to charge it and it wouldn't turn on. We tried holding the power button down for 40 seconds like the amazon website suggests, nothing, we left it charging for hours and still nothing. Very disappointed.",2017-12-25,False,0.0,mixed,0.0,battery_life|kids_usability,False,False,
R027686,Fire HD 8 Tablet,5,Got it as a present and love the size of the screen,2017-01-23,True,0.0,positive,0.6,screen_display,False,False,
R020256,Fire HD 8 Tablet,5,Ordered this for my nephew and he loves it. Great Price too !!,2018-01-18,True,0.0,positive,0.8,price_value,False,False,
R014584,Fire HD 8 Tablet,5,My son loves his kindle fire. He uses it every day.,2017-01-30,True,0.0,positive,0.6,kids_usability,False,False,
R017552,Fire HD 8 Tablet,4,"I was surprised by the quality of the screen, and it is no slouch either.",2017-01-09,True,0.0,mixed,0.0,screen_display,False,False,
R016854,Fire HD 8 Tablet,4,"It's was good for handling light weight and comfortable in hand. Good audio clarity, video everything is good. But only few supportable apps. Need more apps which we use generally.",2016-12-14,False,0.0,positive,0.6,customer_service,False,False,
R018944,Fire 7 Tablet,5,So happy with the color choices! This will be perfect for my 10 year old and I am thrilled with thr price!,2016-12-14,True,0.0,positive,0.8,price_value,False,False,
R024101,Fire Kids Edition Tablet,4,"It is a tablet. Downloads kids apps fast. Only complaint is when I shut it down the kid's user screen goes away. I do pull it back up but both my child and I get annoyed. Some regular apps I have not been able to remove from the regular screen. However, I would recommend.",2016-12-26,True,0.0,positive,0.8,screen_display|performance_speed|kids_usability,False,False,
R002949,AmazonBasics AAA Batteries,5,Love love love.,2016-09-13,,,positive,0.6,,False,False,
R019263,Fire HD 8 Tablet,5,This is well worth the money spent and I recommend it. The new upgrades are nice.,2018-02-21,True,0.0,positive,0.8,price_value,False,False,
R002221,AmazonBasics AAA Batteries,5,Great batteries.,2016-11-23,,,positive,0.6,,False,False,
R028191,Fire HD 8 Tablet,5,"Most of the Kindles I have purchased have been gifts, but this one was for me. It is just what I expected from the reviews. Great tablet for the money.",2016-12-05,True,0.0,positive,0.6,price_value,False,False,
R020083,Fire HD 8 Tablet,5,Excellent tablet for kids and the case protect the tablet from breaking. Lots of programs that my kids love and protection to see what my kids view. Highly recommend it for kids.,2018-05-16,True,0.0,positive,1.0,kids_usability,False,False,
R006595,AmazonBasics AAA Batteries,4,"Nothing much unusual or extraordinary to say here: they're batteries, and they work fine. Probably only really worth it if you either are patient about shipping, or have Prime. Otherwise, you're not missing much by getting some batteries from the grocery store or somewhere vs. these.",2016-07-14,,,positive,0.6,price_value,False,False,
R010849,AmazonBasics AA Batteries,5,"Decent batteries, great price.",2017-03-12,,,positive,0.6,price_value,False,False,
R027544,Fire HD 8 Tablet,5,"I bought my Fire HD just for reading. I have a Kindle Unlimited membership and wanted to keep all my books in one place. This is an amazing little tablet. How Amazon can sell these for only $89 is beyond me. And I got mine on Black Friday, so it was only $59! At that price it was a downright steal. I had the first Kindle Fire. This model is better in every way imaginable. I also own an iPad Pro 9.7"". I don't try to compare the Fire with the iPad, they are completely different devices. But for what the Fire is, I love it every bit as much as I love my Pro!",2016-12-23,True,0.0,positive,0.8,screen_display|price_value,False,False,
R002383,AmazonBasics AAA Batteries,5,Great price,2016-09-26,,,positive,0.6,price_value,False,False,
R010019,AmazonBasics AA Batteries,5,Very good batteries! The price point is great and free shipping. Who really could ask for more!,2015-10-06,,,positive,0.8,price_value,False,False,
R016383,Fire HD 8 Tablet,4,Great product...great price very easy to use...I got it for my nieces..they love it,2016-12-23,True,0.0,positive,1.0,ease_of_use|price_value,False,False,
R003778,AmazonBasics AAA Batteries,5,Works as intended. Decent battery life.,2016-03-16,,,mixed,0.0,battery_life,False,False,
R025520,Fire Kids Edition Tablet,5,This item is perfect for children and great for parents. It provides a sense of security that it will not be damaged the first week a child uses it.,2016-09-21,True,0.0,positive,0.8,kids_usability,False,False,
R028284,Fire HD 8 Tablet,5,"Needed something a bit larger than the 6+ to stream Netflix, this was perfect!",2017-01-06,True,0.0,positive,0.6,,False,False,
R021369,Fire 7 Tablet,4,"This is a great entry tablet, if you do not want to dish out a few hundred dollars you should look into a fire table.",2016-09-19,True,0.0,positive,0.6,,False,False,
R025620,Fire Kids Edition Tablet,3,I'll give it 3 starts because it's a decent tablet. But if the screen messes up when I'm trying to use it i can't imagine how my granddaughter feels.,2016-07-13,False,0.0,mixed,0.0,screen_display|kids_usability,False,False,
R027668,Fire HD 8 Tablet,5,"My new Kindle is an upgrade from my 7 year old Kindle Fire. As to be expected the video quality is better along with faster performance and more features. I still use my old Kindle as it is still ticking but the ""shiny new toy"" is fun.",2017-03-03,True,0.0,positive,0.6,performance_speed,False,False,
R016066,Fire HD 8 Tablet,5,"For the low price it is very speedy and has sufficient storage space.While it doesn't have Google play, the Amazon app store has most of the same apps or a workable alternatve.",2016-12-02,True,0.0,mixed,0.0,performance_speed|price_value|storage_capacity,False,False,
R011284,AmazonBasics AA Batteries,5,"Best battery buy in town. So far, no duds. I have been buying for the last 3 years and worth the price.",2015-06-03,,,positive,0.8,battery_life|price_value,False,False,
R004688,AmazonBasics AAA Batteries,4,"AAA alkaline Amazon batteries, they have a good price and seems to be working well, I will buy them again.",2017-05-10,,,positive,0.6,price_value,False,False,
R015356,Fire HD 8 Tablet,5,I'm loving my kindle fire. It does everything I need it to do and more.,2016-12-30,True,0.0,mixed,0.0,,False,False,
R008409,AmazonBasics AA Batteries,5,A great deal for the price. Let's hope these alkaline last longer.,2015-11-15,,,positive,0.6,price_value,False,False,
R025305,Fire Kids Edition Tablet,5,Easy to use for children. Multiple color tablet covers.,2016-12-30,True,0.0,positive,0.6,ease_of_use|kids_usability,False,False,
R021618,Fire 7 Tablet,5,"Great kids tablet, we have 4 of them now and they come in handy on long road trips. For the price they are a great buy.",2016-12-27,True,0.0,positive,0.6,price_value|kids_usability,False,False,
R011239,AmazonBasics AA Batteries,5,This box of batteries was a great value. Better than buying from the other box stores. I like how they came in an easy to open cardboard box. Each set of 4 inside the box is wrapped in a thin layer of plastic so the batteries don't roll around and make a mess. I used these to replenish all my kids' talking/lightup toys...as those toys don't generally work well with rechargables. I'm going to buy more of these as needed!,2016-10-10,,,positive,1.0,ease_of_use|price_value|kids_usability,False,False,
R011519,AmazonBasics AA Batteries,2,"So at first I was happy, but my computer mouse started flashing red (low battery) about a week of having the new battery. Not impressed with battery life, but it works short term.",2016-10-09,,,positive,0.6,battery_life,False,False,
R010578,AmazonBasics AA Batteries,5,Good Value and Price. Good Charge life. I will be buying more soon.,2017-01-04,,,positive,0.8,battery_life|price_value,False,False,
R010337,AmazonBasics AA Batteries,2,Don't last very long,2016-11-30,,,mixed,0.0,,False,False,
R008952,AmazonBasics AA Batteries,5,As good as batteries can get,2016-10-21,,,positive,0.6,,False,False,
R002140,AmazonBasics AAA Batteries,5,Great as expected. My third time buying these.,2016-12-26,,,positive,0.6,,False,False,
R013265,Kindle E-reader,4,"First, the good news. The screen is a nice brightness and the words are crisp and clear. Best of all, it is so light and tiny (esp. in the Origami case) that it is super-easy to carry around in a purse. Love that. Also it has an amazing battery life; I have never had it run out on me and I don't even have to recharge it all the time. I thought this would be perfect but I am having two problems: (1) turning pages is not as easy or pleasant as my much-older, now-defunct Kindle. If I don't touch the screen in the right place, the page won't turn, and it usually has an annoying split-second black flash on the screen. The ancient Kindle was easier. (2) About half the time, when I return to reading, the screen is ""frozen"" on the ad. It says ""swipe to open"" but no amount of swiping gets it going. I have to reach to the rear of the kindle (which means disassembling the crimp in the Origami) to press the button on the back to get it to function again. There is no rhyme nor reason to when this happens but it's about half the time. Perhaps I am doing something wrong regarding both flaws but there is no one to ask about it, Best Buy staff doesn't know.",2016-01-12,True,1.0,mixed,0.36,battery_life|screen_display|ease_of_use|kids_usability|customer_service,False,True,longer battery life
R018266,Fire 7 Tablet,4,GOOD DEVICE AND CHIPPER THAT SAMSUNG OR APPLE DEVICES.,2016-10-19,True,0.0,positive,0.6,,False,False,
R021880,Fire 7 Tablet,5,"I bought the 16 gig Fire 7 tablet and added the 64 gig sim card before I went on a trip to Iceland. My plan was to use it to read kindle books I had in my library, but also to use it to read email on the 7 day trip. Since it was a wifi only device, I was dependent on the hotels I stayed in to have wifi. No problem there, they all had free wifi. (This was great since I had tried to use my old kindle to access the internet and it never really worked, and no email was happening.)There were three bonuses: Internet access, games (solitare, sodoko, etc.) and movies on the plane, and when it was too rainy to get out my SLR to take pictures, I could use my camera on the Fire 7 and easily wipe the rain off of the screen. The fire was small enough that it was easy to put in my carry on and I didn't have to take it out for TSA screening. All in all, it was perfect for the trip, oh yes, I had subscribed to the Washington Post before I left and that meant I could keep up with the political news and hurricane Matthew circling back across the atlantic to hit Iceland and bite us. Only bad thing, not fire7's fault, was that because of matthew's rain, we didn't see any northern lights. Good thing I had my own personal entertainment system--Fire 7 tablet.",2016-10-19,True,3.0,positive,1.0,screen_display|ease_of_use|connectivity_wifi|kids_usability,False,False,
R003229,AmazonBasics AAA Batteries,5,"so far so good, great price, seem to last as long as more expensive batteries",2016-11-09,,,positive,0.8,price_value,False,False,
R006087,AmazonBasics AAA Batteries,4,"I have yet to be disappointed by an Amazon Basics product, to me a battery is a battery it's the cost I look at. These were the lowest cost per battery on the site.",2016-10-05,,,negative,-0.6,battery_life,False,False,longer battery life
R018525,Fire 7 Tablet,5,The Kindle Fire is a great tablet and reader. Everything you need in a tablet at a much lower price.,2016-10-19,True,0.0,positive,0.6,price_value,False,False,
R007793,AmazonBasics AAA Batteries,2,I went through these like water - stick with Duracell or Energizer.,2016-03-01,,,mixed,0.0,,False,False,
R024836,Fire Kids Edition Tablet,4,My 3 yr old son loves his tablet. He takes it almost everywhere and it keeps him entertained.,2017-01-24,True,0.0,positive,0.6,kids_usability,False,False,
R020846,Fire HD 8 Tablet,5,Was looking for a reasonably priced tablet for the kids. Comes with a protected case and easy to use,2017-10-06,True,0.0,positive,0.6,ease_of_use|price_value|kids_usability,False,False,
R011739,AmazonBasics AA Batteries,5,I wish I knew Amazon sold batteries sooner. We live in an isolated community and batteries cost an arm and a leg here. So far they seem to be equivalent to the other name brands. I haven't been using them long enough to tell if they last shorter or longer than other battery brands. This is a great bargain nonetheless. I will probably continue to buy my batteries here from now on.,2016-01-05,,,positive,0.6,battery_life,False,False,
R014635,Fire Kids Edition Tablet,4,Great for the kids to play with and easy to monitor their time spent on it and the content they can access.,2017-03-03,True,0.0,positive,0.8,ease_of_use|kids_usability,False,False,
R014802,Fire HD 8 Tablet,4,Price/Quilty this thing is a no brainer. Awesome portal into the Amazon world.,2017-01-23,True,0.0,positive,0.6,price_value,False,False,
R025263,Fire Kids Edition Tablet,5,I BOUGHT THIS FOR MY 4YR OLD. WE HAVE NOT TRIED IT YET AS IT IS A CHRISTMAS GIFT. FROM WHAT I READ THIS WILL DO THE JOB FOR HIM. THE PRICE AND COLOR WAS GREAT.,2016-11-27,True,0.0,positive,0.6,price_value,False,False,
R001103,AmazonBasics AAA Batteries,5,Love the product and the price.Batteries work great. I love that I can keep extras on hand. Batteries come in either brown sturdy box or plastic box.,2017-05-20,,,positive,0.8,price_value,False,False,
R026802,Fire HD 8 Tablet,4,love it i got it for my kids its more durable than a apple table,2016-12-01,True,0.0,positive,0.6,durability|kids_usability,False,False,
R004421,AmazonBasics AAA Batteries,5,They're batteries. Excellent price and they work well. Will purchase again,2016-08-07,,,positive,0.6,price_value,False,False,
R022626,Fire 7 Tablet,5,I gave it away. It was too nice for me. The person I gave it to was gleeful.,2016-07-29,True,0.0,mixed,0.0,kids_usability,False,False,
R004202,AmazonBasics AAA Batteries,4,The batteries are great and for the quantity and price it's a great buy.,2016-03-28,,,positive,0.6,price_value,False,False,
R003014,AmazonBasics AAA Batteries,5,Nice price nice quality,2016-05-29,,,mixed,0.0,price_value,False,False,
R000462,AmazonBasics AAA Batteries,5,"Easy decision, the amazon basics line of products has always worked well for me, and amazon customer service on their stuff is amazing if you need it.There is little difference in Alkaline batteries. (Costco hits top rank in consumer reports, but I have not seen their amazon battery rating.)But ordering from amazon is so easy, and the quality is good",2016-05-12,,,positive,1.0,battery_life|ease_of_use|customer_service,False,False,
R017555,Fire HD 8 Tablet,5,"This tablet was inexpensive, very lightweight, and performs just as good as the more expensive ones.",2017-05-21,True,0.0,positive,0.6,,False,False,
R014677,Fire Kids Edition Tablet,5,My son loves it. It is easy for him to use. He doesn't want to put it down.,2017-05-06,True,0.0,positive,0.8,ease_of_use|kids_usability,False,False,
R007249,AmazonBasics AAA Batteries,5,The good quality I expect from Amazon.,2016-07-15,,,positive,0.6,,False,False,
R024838,Fire Kids Edition Tablet,5,"We purchased this Amazon Fire - Kids Edition for my 3 year-old granddaughter. Could not have made a better choice! She was up and running in no time and absolutely loves it.In fact, when my wife (who has an older model Fire tablet) started playing with it, she was so impressed with its capabilities that she now wants one for herself.Very pleased with our purchase!",2016-12-30,True,0.0,positive,0.6,kids_usability,False,False,
R008973,AmazonBasics AA Batteries,5,"Awesome value, fast shipping as usual, great----thank you!",2015-07-16,,,positive,1.0,performance_speed|price_value,False,False,
R006550,AmazonBasics AAA Batteries,2,i have bought the AA 48 packs twice now and they are terrible... They don't even last a month...,2016-07-16,,,mixed,0.0,,False,False,
R000323,AmazonBasics AAA Batteries,5,We order batteries keep them stocked at all times. We also order AAA Batteries for the same reason.,2017-06-03,,,mixed,0.0,kids_usability,False,False,
R009666,AmazonBasics AA Batteries,5,just started using them and they seem to work fine,2017-01-15,,,mixed,0.0,,False,False,
R007799,AmazonBasics AAA Batteries,2,Nice cheap battery. Will not last as long as a regular brand battery. You can even feel the difference,2016-12-09,,,mixed,0.0,battery_life|durability|price_value,False,False,
R023050,Fire Kids Edition Tablet,5,Best Buy assistance helped in describing the features. and loved the product overall. Like parental control feature,2016-09-08,True,0.0,positive,0.8,,False,False,
R003725,AmazonBasics AAA Batteries,5,Work well,2016-03-08,,,mixed,0.0,,False,False,
R022607,Fire 7 Tablet,2,"Just got this today and have been struggling with a few things. Set up itself was pretty easy right oit of the box. Had no idea I would not have access to Google Play Store. Beware, there is a much more limited selection of apps available for this device. Browsing is slow, even while in the same room with my modem. Much slower than my phone or my other tablet. Tumblr app, though able to be downloaded, malfunctions consistently. Will probably return this and get a more capable tablet, but will give it another couple of days to get used to it before doing so.",2016-05-30,False,1.0,mixed,-0.17,performance_speed|ease_of_use|customer_service,False,True,faster performance
